Name,Module Name,Activity Type Name,Scheduled Start Time,Scheduled End Time,Scheduled Days,Teaching Week Pattern,Activity Dates (Individual),Size,Allocated Location Name,Scheduled
ITAL10300/S1/Lecture/,ITAL10300,LECTURE,12:00,13:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",40,Kilburn_TH 1.3,Checked
JAPA10030/S2/Lecture/,JAPA10030,LECTURE,12:00,14:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",80,Kilburn_TH 1.5,Checked
"LAWS70700/Lecture - Semester 1/01, LAWS70901/Lecture/01","LAWS70901, LAWS70700",LECTURE,15:00,16:00,Tuesday,"5-6, 8, 10, 12-13","19/10/2021,26/10/2021,09/11/2021,23/11/2021,07/12/2021,14/12/2021",250,Kilburn_TH 1.1,Checked
LELA20962/Lecture/,LELA20962,LECTURE,16:00,18:00,Monday,"21-28, 32-34","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022",65,Kilburn_TH 1.4,Checked
"LELA30962/Lecture/, LELA60692/Lecture/","LELA30962, LELA60692",LECTURE,9:00,11:00,Monday,"21-28, 32-34","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022",45,Kilburn_TH 1.3,Checked
MACE60561/LEC1,MACE60561,LECTURE,9:00,11:00,Tuesday,"2, 4, 6, 8, 10, 12-13","28/09/2021,12/10/2021,26/10/2021,09/11/2021,23/11/2021,07/12/2021,14/12/2021",180,Kilburn_TH 1.1,Checked
MATH10141/TUT/03,MATH10141,TUTORIAL,16:00,17:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",70,Kilburn_TH 1.3,Checked
MATH10141/TUT/05,MATH10141,TUTORIAL,14:00,15:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",70,Kilburn_TH 1.3,Checked
MATH19641/Review Session,MATH19641,CLASS,9:00,10:00,Thursday,2-13,"30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,04/11/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",70,Kilburn_TH 1.4,Checked
MATH20062/Review Session2/01,MATH20062,CLASS,11:00,13:00,Monday,21,07/02/2022,210,Kilburn_TH 1.1,Checked
MATH20522/Review Session,MATH20522,CLASS,11:00,12:00,Tuesday,"21-28, 32-35","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022,17/05/2022",75,Kilburn_TH 1.5,Checked
MATH20722/Review Session,MATH20722,CLASS,13:00,15:00,Monday,"21-28, 32-35","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022,16/05/2022",80,Kilburn_TH 1.5,Checked
MATH20802/Review Session,MATH20802,CLASS,16:00,17:00,Monday,"21-28, 32-35","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022,16/05/2022",280,Kilburn_TH 1.1,Checked
MATH20912/TUT/2,MATH20912,TUTORIAL,10:00,11:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",75,Kilburn_TH 1.4,Checked
MATH32091/TUT/01,MATH32091,TUTORIAL,13:00,14:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",80,Kilburn_TH 1.3,Checked
MATH35021/Review Session,MATH35021,CLASS,9:00,10:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",74,Kilburn_TH 1.4,Checked
"MATH43011/Review Session, MATH63011/Review Session","MATH63011, MATH43011",CLASS,11:00,12:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",50,Kilburn_TH 1.5,Checked
"MATH48052/TUT1, MATH68052/TUT1","MATH48052, MATH68052",TUTORIAL,10:00,11:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",75,Kilburn_TH 1.5,Checked
"MATH48061/Review Session, MATH68061/Review Session","MATH68061, MATH48061",CLASS,12:00,13:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",60,Kilburn_TH 1.5,Checked
"MATH48122/Review Session, MATH68122/Review Session","MATH48122, MATH68122",CLASS,10:00,11:00,Thursday,"21-28, 32-35","10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022,28/04/2022,05/05/2022,12/05/2022,19/05/2022",60,Kilburn_TH 1.5,Checked
"MATH48181/Review Session, MATH68181/Review Session","MATH68181, MATH48181",CLASS,10:00,11:00,Wednesday,"2-6, 8-13","29/09/2021,06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",65,Kilburn_TH 1.4,Checked
MATHS1000/Foundations of Pure Mathematics B,MATHS1000,LECTURE,10:00,11:00,Friday,1,24/09/2021,264,Kilburn_TH 1.1,Checked
MCEL30002/LECTURE/01,MCEL30002,LECTURE,10:00,12:00,Thursday,"21, 23-24, 26, 28, 33-34","10/02/2022,24/02/2022,03/03/2022,17/03/2022,31/03/2022,05/05/2022,12/05/2022",60,Kilburn_TH 1.3,Checked
MCEL30002/WORKSHOP/01,MCEL30002,WORKSHOP,10:00,12:00,Thursday,"22, 25, 27, 32","17/02/2022,10/03/2022,24/03/2022,28/04/2022",60,Kilburn_TH 1.3,Checked
MCEL30051&MCEL40031/LECTURE/01,"MCEL30051, MCEL40031",LECTURE,10:00,12:00,Tuesday,"2-5, 8, 10-11, 13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,09/11/2021,23/11/2021,30/11/2021,14/12/2021",70,Kilburn_TH 1.4,Checked
MCEL40011/LECTURE/01,MCEL40011,LECTURE,9:00,12:00,Thursday,"2-4, 8-10","30/09/2021,07/10/2021,14/10/2021,11/11/2021,18/11/2021,25/11/2021",80,Kilburn_TH 1.3,Checked
MEDN60010/LEC/Friday Morning Sem 2/01,MEDN60010,LECTURE,10:00,13:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",65,Kilburn_TH 1.5,Checked
MEDN67542/LEC/CLAS/SOLID/THURSAM/01,MEDN67542,LECTURE,9:00,12:00,Thursday,27,24/03/2022,40,Kilburn_TH 1.4,Checked
MEDN67542/LEC/CLAS/SOLID/THURSPM/01,MEDN67542,LECTURE,13:00,17:00,Thursday,27,24/03/2022,40,Kilburn_TH 1.4,Checked
MEDN68642/LEC/WED/PM,MEDN68642,LECTURE,13:00,17:00,Wednesday,24-26,"02/03/2022,09/03/2022,16/03/2022",75,Kilburn_TH 1.4,Checked
MEDN68652/LEC/THUR/AM,MEDN68652,LECTURE,9:00,13:00,Thursday,20-22,"03/02/2022,10/02/2022,17/02/2022",75,Kilburn_TH 1.4,Checked
MEDN68652/LEC/WED/PM,MEDN68652,LECTURE,13:00,17:00,Wednesday,20-22,"02/02/2022,09/02/2022,16/02/2022",75,Kilburn_TH 1.4,Checked
MEDN68662/LEC/THUR/AM,MEDN68662,LECTURE,9:00,13:00,Thursday,"28-29, 32-34","31/03/2022,07/04/2022,28/04/2022,05/05/2022,12/05/2022",75,Kilburn_TH 1.4,Checked
MEDN68662/LEC/THUR/PM,MEDN68662,LECTURE,13:00,17:00,Thursday,"28-29, 32-34","31/03/2022,07/04/2022,28/04/2022,05/05/2022,12/05/2022",75,Kilburn_TH 1.4,Checked
MEDN68662/LEC/TUES/PM,MEDN68662,LECTURE,13:00,17:00,Tuesday,"28-29, 32-34","29/03/2022,05/04/2022,26/04/2022,03/05/2022,10/05/2022",75,Kilburn_TH 1.4,Checked
MEDN68662/LEC/WED/PM,MEDN68662,LECTURE,13:00,17:00,Wednesday,"28-29, 32-34","30/03/2022,06/04/2022,27/04/2022,04/05/2022,11/05/2022",75,Kilburn_TH 1.4,Checked
MEST20002/OnCampusLecture/,MEST20002,LECTURE,16:00,18:00,Tuesday,21-26,"08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022",40,Kilburn_TH 1.5,Checked
"MEST20501/ON CAMPUS Lecture/ <02, 09-13>",MEST20501,LECTURE,10:00,12:00,Wednesday,"2, 9-13","29/09/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",40,Kilburn_TH 1.5,Checked
MGDI60072/TUT/TUT/02,MGDI60072,TUTORIAL,14:00,16:00,Tuesday,"23-24, 26, 28, 32","22/02/2022,01/03/2022,15/03/2022,29/03/2022,26/04/2022",25,Kilburn_TH 1.5,Checked
MGDI60081/LEC/LEC/01,MGDI60081,LECTURE,14:00,16:00,Monday,2-13,"27/09/2021,04/10/2021,11/10/2021,18/10/2021,25/10/2021,01/11/2021,08/11/2021,15/11/2021,22/11/2021,29/11/2021,06/12/2021,13/12/2021",165,Kilburn_TH 1.1,Checked
"MGDI60101/LEC/LEC1/01 <04, 09, 12>",MGDI60101,LECTURE,9:00,11:00,Thursday,"4, 9, 12","14/10/2021,18/11/2021,09/12/2021",255,Kilburn_TH 1.1,Checked
MGDI60311/LEC/LEC2/01,MGDI60311,LECTURE,10:00,11:00,Friday,7,05/11/2021,80,Kilburn_TH 1.5,Checked
MGDI60362/LEC/LEC/01,MGDI60362,LECTURE,14:00,16:00,Tuesday,21-28,"08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022",180,Kilburn_TH 1.1,Checked
MGDI60731/LEC/LEC/01,MGDI60731,LECTURE,14:00,16:00,Tuesday,"2-6, 8-11","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021",60,Kilburn_TH 1.4,Checked
MGDI60742/LEC/LEC/01,MGDI60742,LECTURE,12:00,14:00,Thursday,21-28,"10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022",75,Kilburn_TH 1.5,Checked
MGDI70191/LEC/LEC1/01,MGDI70191,LECTURE,11:00,14:00,Thursday,"2-6, 8-12","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021",180,Kilburn_TH 1.1,Checked
MGDI71981/LEC/LEC1/01,MGDI71981,LECTURE,11:00,14:00,Monday,"2-6, 8-10","27/09/2021,04/10/2021,11/10/2021,18/10/2021,25/10/2021,08/11/2021,15/11/2021,22/11/2021",70,Kilburn_TH 1.3,Checked
MGDI72121/LEC/LEC/01,MGDI72121,LECTURE,14:00,16:00,Friday,"2-6, 8-12","01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021",250,Kilburn_TH 1.1,Checked
NURS21240/SEMINAR/ANALGESIA DAY ON CAMPUS/04,NURS21240,SEMINAR,9:00,12:00,Thursday,26,17/03/2022,25,Kilburn_TH 1.4,Checked
"NURS21280/PASSDEBRIEF10/03, NURS39990/PASSDEBRIEF10//03","NURS21280, NURS39990",PASS,12:00,13:00,Tuesday,40,21/06/2022,72,Kilburn_TH 1.4,Checked
NURS23102/Presentations/01,NURS23102,PRESENTATIONS,10:00,16:00,Thursday,25,10/03/2022,70,Kilburn_TH 1.4,Checked
NURS23102/SU workshop/02,NURS23102,WORKSHOP,13:00,16:00,Thursday,23,24/02/2022,70,Kilburn_TH 1.4,Checked
NURS23102/workshop/01,NURS23102,WORKSHOP,13:00,16:00,Thursday,21,10/02/2022,70,Kilburn_TH 1.4,Checked
NURS23142/LECTURE1/01,NURS23142,LECTURE,10:00,11:00,Monday,39,13/06/2022,282,Kilburn_TH 1.1,Checked
NURS23142/LECTURE2/01,NURS23142,LECTURE,13:00,14:00,Monday,39,13/06/2022,282,Kilburn_TH 1.1,Checked
NURS31350/LEC/LEC10/,NURS31350,LECTURE,13:00,15:00,Thursday,22,17/02/2022,70,Kilburn_TH 1.4,Checked
NURS31350/LEC/LEC2/ON CAMPUS/,NURS31350,LECTURE,13:00,15:00,Wednesday,12,08/12/2021,70,Kilburn_TH 1.4,Checked
PHAR10102/LEC4/wk12,PHAR10102,LECTURE,9:00,10:00,Thursday,35,19/05/2022,75,Kilburn_TH 1.4,Checked
PHAR40101/LEC/02/NEURO/01,PHAR40101,LECTURE,11:00,12:00,Tuesday,2,28/09/2021,80,Kilburn_TH 1.3,Checked
PHIL60621/Seminar/01,PHIL60621,SEMINAR,15:00,16:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",30,Kilburn_TH 1.4,Checked
PHYS20401/LEC/LEC2/01,PHYS20401,LECTURE,14:00,15:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",270,Kilburn_TH 1.1,Checked
"PHYS30392/LEC/LEC1/01, PHYS63392/LEC/LEC1/01","PHYS30392, PHYS63392",LECTURE,9:00,11:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",276,Kilburn_TH 1.1,Checked
"PHYS31692/LEC/LEC1/01, PHYS61692/LEC/LEC1/01","PHYS31692, PHYS61692",LECTURE,15:00,17:00,Monday,"21-28, 32-35","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022,16/05/2022",71,Kilburn_TH 1.3,Checked
"PHYS40732/LEC/LEC1/01, PHYS64732/LEC/LEC1/01","PHYS40732, PHYS64732",LECTURE,15:00,17:00,Monday,"21-28, 32-35","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022,16/05/2022",61,Kilburn_TH 1.5,Checked
"PHYS40992/LEC/LEC1/01, PHYS64992/LEC/LEC1/01","PHYS40992, PHYS64992",LECTURE,14:00,16:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",65,Kilburn_TH 1.5,Checked
PHYS60351/LEC/LEC1/01,PHYS60351,LECTURE,10:30,13:30,Monday,2-5,"27/09/2021,04/10/2021,11/10/2021,18/10/2021",12,Kilburn_TH 1.4,Checked
PLAN10352/LEC/SEMINARS/SEM2/01,PLAN10352,LECTURE,14:00,16:00,Thursday,"21-28, 32-35","10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022,28/04/2022,05/05/2022,12/05/2022,19/05/2022",45,Kilburn_TH 1.3,Checked
PLAN20172/LEC/SEM2/01,PLAN20172,LECTURE,10:00,12:00,Wednesday,"21-22, 27","09/02/2022,16/02/2022,23/03/2022",65,Kilburn_TH 1.4,Checked
PLAN60021/SEM/SEM1/01,PLAN60021,PRESENTATIONS,9:00,14:00,Monday,13,13/12/2021,40,Kilburn_TH 1.3,Checked
PLAN60041/SEM/SEM1/01,PLAN60041,SEMINAR,16:00,17:00,Monday,"4, 6, 9, 11","11/10/2021,25/10/2021,15/11/2021,29/11/2021",30,Kilburn_TH 1.1,Checked
PLAN60082/LEC/LEC1/01,PLAN60082,LECTURE,15:00,17:00,Tuesday,21-23,"08/02/2022,15/02/2022,22/02/2022",80,Kilburn_TH 1.3,Checked
"PLAN60102/LEC/LEC1/01, PLAN40662/LEC/SEM2/01","PLAN40662, PLAN60102",LECTURE,9:00,11:00,Monday,"21-28, 32-34","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022",194,Kilburn_TH 1.1,Checked
"PLAN60102/SEM/SEM2/01, PLAN40662/SEMINAR/SEM2/01","PLAN40662, PLAN60102",ONLINE SEMINAR,11:00,13:00,Monday,"21-28, 32-34","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022",67,Kilburn_TH 1.3,Checked
PLAN60442/LEC/LEC/01,PLAN60442,LECTURE,9:00,11:00,Tuesday,"21-28, 32-35","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022,17/05/2022",70,Kilburn_TH 1.4,Checked
"PLAN64001/LEC/LEC/01 <02-05, 08-13>",PLAN64001,LECTURE,10:00,12:00,Thursday,"2-5, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",80,Kilburn_TH 1.5,Checked
PLAN64001/LEC/LEC/01 <06>,PLAN64001,LECTURE,10:00,13:00,Thursday,6,28/10/2021,80,Kilburn_TH 1.5,Checked
POLI10202/Lecture/01,POLI10202,LECTURE,11:00,13:00,Thursday,"21-28, 32-35","10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022,28/04/2022,05/05/2022,12/05/2022,19/05/2022",282,Kilburn_TH 1.1,Checked
"POLI30300/Lecture - Semester 1/01, POLI3030/Lecture - Semester 1/01","POLI30300, POLI30380",LECTURE,16:00,17:00,Tuesday,"2-4, 9-11","28/09/2021,05/10/2021,12/10/2021,16/11/2021,23/11/2021,30/11/2021",282,Kilburn_TH 1.1,Checked
PSYC11402/SEM/SEM1/06,PSYC11402,SEMINAR,15:30,16:30,Thursday,"23, 25, 27, 32","24/02/2022,10/03/2022,24/03/2022,28/04/2022",30,Kilburn_TH 1.1,Checked
"RUSS10251/Lecture/, RUSS20251/Lecture/","RUSS10251, RUSS20251",LECTURE,17:00,18:00,Tuesday,"2, 6, 8, 12-13","28/09/2021,26/10/2021,09/11/2021,07/12/2021,14/12/2021",75,Kilburn_TH 1.4,Checked
SALC10602/Lecture/,SALC10602,LECTURE,11:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",80,Kilburn_TH 1.5,Checked
SOAN10331/Lecture,SOAN10331,LECTURE,11:00,13:00,Wednesday,"2-6, 8-13","29/09/2021,06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",75,Kilburn_TH 1.4,Checked
"SOAN30111/Lecture, SOAN60111/Lecture <02>","SOAN30111, SOAN60111",LECTURE,15:00,16:00,Monday,2,27/09/2021,78,Kilburn_TH 1.5,Checked
SPLA20161/ONCAMPUS_Lecture/ <02>,SPLA20161,LECTURE,10:00,11:00,Tuesday,2,28/09/2021,50,Kilburn_TH 1.3,Checked
WWSOSSUG - LLB Year 2 Employability Session/01,WW_UG_LAW,ASYNCHRONOUS,13:00,14:00,Thursday,1,23/09/2021,250,Kilburn_TH 1.1,Checked
WWSOSSUG - LLB Year 3 Employability Session/01,WW_UG_LAW,ASYNCHRONOUS,10:00,11:00,Thursday,1,23/09/2021,250,Kilburn_TH 1.1,Checked